"task_id","candidate_model_path","model_path","source_id","source_exp_id","method_family","memory_footprint","parameter_count","file_size","cost_proxy","utility_proxy","local_valid","risk","candidate_rank","recommended_action"
"task071","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task071.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task071.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","71","submit_full_source_except_failed_task133"
"task072","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task072.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task072.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","72","submit_full_source_except_failed_task133"
"task073","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task073.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task073.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","73","submit_full_source_except_failed_task133"
"task074","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task074.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task074.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","74","submit_full_source_except_failed_task133"
"task075","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task075.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task075.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","75","submit_full_source_except_failed_task133"
"task076","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task076.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task076.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","76","submit_full_source_except_failed_task133"
"task077","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task077.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task077.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","77","submit_full_source_except_failed_task133"
"task078","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task078.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task078.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","78","submit_full_source_except_failed_task133"
"task079","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task079.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task079.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","79","submit_full_source_except_failed_task133"
"task080","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task080.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task080.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","80","submit_full_source_except_failed_task133"
"task081","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task081.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task081.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","81","submit_full_source_except_failed_task133"
"task082","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task082.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task082.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","82","submit_full_source_except_failed_task133"
"task083","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task083.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task083.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","83","submit_full_source_except_failed_task133"
"task084","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task084.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task084.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","84","submit_full_source_except_failed_task133"
"task085","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task085.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task085.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","85","submit_full_source_except_failed_task133"
"task086","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task086.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task086.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","86","submit_full_source_except_failed_task133"
"task087","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task087.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task087.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","87","submit_full_source_except_failed_task133"
"task088","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task088.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task088.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","88","submit_full_source_except_failed_task133"
"task089","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task089.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task089.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","89","submit_full_source_except_failed_task133"
"task090","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task090.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task090.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","90","submit_full_source_except_failed_task133"
"task091","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task091.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task091.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","91","submit_full_source_except_failed_task133"
"task092","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task092.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task092.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","92","submit_full_source_except_failed_task133"
"task093","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task093.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task093.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","93","submit_full_source_except_failed_task133"
"task094","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task094.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task094.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","94","submit_full_source_except_failed_task133"
"task095","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task095.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task095.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","95","submit_full_source_except_failed_task133"
"task096","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task096.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task096.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","96","submit_full_source_except_failed_task133"
"task097","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task097.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task097.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","97","submit_full_source_except_failed_task133"
"task098","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task098.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task098.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","98","submit_full_source_except_failed_task133"
"task099","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task099.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task099.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","99","submit_full_source_except_failed_task133"
"task100","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task100.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task100.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","100","submit_full_source_except_failed_task133"
"task101","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task101.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task101.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","101","submit_full_source_except_failed_task133"
"task102","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task102.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task102.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","102","submit_full_source_except_failed_task133"
"task103","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task103.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task103.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","103","submit_full_source_except_failed_task133"
"task104","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task104.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task104.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","104","submit_full_source_except_failed_task133"
"task105","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task105.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task105.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","105","submit_full_source_except_failed_task133"
"task106","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task106.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task106.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","106","submit_full_source_except_failed_task133"
"task107","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task107.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task107.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","107","submit_full_source_except_failed_task133"
"task108","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task108.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task108.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","108","submit_full_source_except_failed_task133"
"task109","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task109.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task109.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","109","submit_full_source_except_failed_task133"
"task110","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task110.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task110.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","110","submit_full_source_except_failed_task133"
"task111","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task111.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task111.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","111","submit_full_source_except_failed_task133"
"task112","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task112.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task112.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","112","submit_full_source_except_failed_task133"
"task113","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task113.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task113.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","113","submit_full_source_except_failed_task133"
"task114","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task114.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task114.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","114","submit_full_source_except_failed_task133"
"task115","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task115.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task115.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","115","submit_full_source_except_failed_task133"
"task116","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task116.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task116.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","116","submit_full_source_except_failed_task133"
"task117","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task117.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task117.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","117","submit_full_source_except_failed_task133"
"task118","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task118.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task118.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","118","submit_full_source_except_failed_task133"
"task119","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task119.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task119.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","119","submit_full_source_except_failed_task133"
"task120","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task120.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task120.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","120","submit_full_source_except_failed_task133"
"task121","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task121.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task121.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","121","submit_full_source_except_failed_task133"
"task122","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task122.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task122.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","122","submit_full_source_except_failed_task133"
"task123","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task123.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task123.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","123","submit_full_source_except_failed_task133"
"task124","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task124.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task124.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","124","submit_full_source_except_failed_task133"
"task125","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task125.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task125.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","125","submit_full_source_except_failed_task133"
"task126","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task126.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task126.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","126","submit_full_source_except_failed_task133"
"task127","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task127.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task127.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","127","submit_full_source_except_failed_task133"
"task128","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task128.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task128.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","128","submit_full_source_except_failed_task133"
"task129","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task129.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task129.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","129","submit_full_source_except_failed_task133"
"task130","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task130.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task130.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","130","submit_full_source_except_failed_task133"
"task131","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task131.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task131.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","131","submit_full_source_except_failed_task133"
"task132","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task132.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task132.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","132","submit_full_source_except_failed_task133"
"task134","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task134.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task134.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","133","submit_full_source_except_failed_task133"
"task135","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task135.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task135.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","134","submit_full_source_except_failed_task133"
"task136","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task136.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task136.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","135","submit_full_source_except_failed_task133"
"task137","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task137.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task137.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","136","submit_full_source_except_failed_task133"
"task138","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task138.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task138.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","137","submit_full_source_except_failed_task133"
"task139","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task139.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task139.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","138","submit_full_source_except_failed_task133"
"task140","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task140.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task140.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","139","submit_full_source_except_failed_task133"
"task141","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task141.onnx","E:\kagglegolf\data\interim\vyanktesh_multi_source_onnx_solver_submission\task141.onnx","SRC_KAGGLE_NOTEBOOK_VYANKTESH_MULTI_SOURCE","GOLF_20260608_047_vyanktesh_multi_source_full","public_full_replace_except_task133","","","","","","true","medium","140","submit_full_source_except_failed_task133"
